"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"OTU"
"Prevotellaceae:29"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:29"
"Prevotellaceae:30"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:30"
"Ruminococcaceae:430"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:430"
"Bacteroides:53"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:53"
"Enterococcus:46"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:46"
"Firmicutes:333"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:333"
"Unclassified-Screened:268"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:268"
"Lachnospiraceae:1944"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1944"
"Firmicutes:334"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:334"
"Lachnospiraceae:1945"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1945"
"Coprobacillus:103"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:103"
"Anaerotruncus:34"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	"Anaerotruncus:34"
"Bacteroidetes:14"	"Bacteria"	"Bacteroidetes"	"NA"	"NA"	"NA"	"NA"	"Bacteroidetes:14"
"Lachnospiraceae:1946"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1946"
"LachnospiraceaeIncertaeSedis:517"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:517"
"ErysipelotrichaceaeIncertaeSedis:170"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:170"
"Lachnospiraceae:1948"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1948"
"Firmicutes:335"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:335"
"Faecalibacterium:122"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:122"
"Faecalibacterium:123"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:123"
"Lachnospiraceae:1951"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1951"
"Prevotella:9"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:9"
"Ruminococcaceae:432"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:432"
"Anaerotruncus:35"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	"Anaerotruncus:35"
"Ruminococcaceae:433"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:433"
"Lachnospiraceae:1952"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1952"
"Parabacteroides:140"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:140"
"Lachnospiraceae:1953"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1953"
"Ruminococcaceae:434"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:434"
"Ruminococcaceae:435"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:435"
"LachnospiraceaeIncertaeSedis:518"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:518"
"Ruminococcaceae:436"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:436"
"ErysipelotrichaceaeIncertaeSedis:171"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:171"
"Clostridiales:715"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:715"
"ErysipelotrichaceaeIncertaeSedis:172"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:172"
"ErysipelotrichaceaeIncertaeSedis:173"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:173"
"Lachnospiraceae:1955"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1955"
"PeptostreptococcaceaeIncertaeSedis:18"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"PeptostreptococcaceaeIncertaeSedis"	"PeptostreptococcaceaeIncertaeSedis:18"
"Lachnospiraceae:1956"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1956"
"Turicibacter:41"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"Turicibacter:41"
"Lachnospiraceae:1957"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1957"
"Clostridiales:716"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:716"
"Unclassified-Screened:270"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:270"
"Firmicutes:337"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:337"
"Erysipelotrichaceae:70"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:70"
"Lachnospiraceae:1960"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1960"
"Lachnospiraceae:1961"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1961"
"Parabacteroides:141"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:141"
"Erysipelotrichaceae:71"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:71"
"Clostridiales:717"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:717"
"Faecalibacterium:124"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:124"
"Lachnospiraceae:1963"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1963"
"Firmicutes:338"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:338"
"Enterococcus:47"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:47"
"Lachnospiraceae:1964"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1964"
"Lactococcus:15"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus:15"
"Lachnospiraceae:1965"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1965"
"ErysipelotrichaceaeIncertaeSedis:175"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:175"
"Firmicutes:339"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:339"
"Ruminococcaceae:437"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:437"
"Ruminococcaceae:438"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:438"
"Clostridiales:718"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:718"
"Lachnospiraceae:1967"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1967"
"Lachnospiraceae:1968"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1968"
"Bilophila:6"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Bilophila"	"Bilophila:6"
"Lachnospiraceae:1969"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1969"
"Parabacteroides:144"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:144"
"Erysipelotrichaceae:72"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:72"
"Firmicutes:340"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:340"
"IncertaeSedisXIII:6"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"IncertaeSedisXIII"	"NA"	"IncertaeSedisXIII:6"
"LachnospiraceaeIncertaeSedis:519"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:519"
"Lachnospiraceae:1970"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1970"
"Enterococcus:48"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:48"
"Clostridiales:719"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:719"
"Bacilli:20"	"Bacteria"	"Firmicutes"	"Bacilli"	"NA"	"NA"	"NA"	"Bacilli:20"
"Clostridiales:720"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:720"
"Lachnospiraceae:1972"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1972"
"Unclassified-Screened:272"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:272"
"ErysipelotrichaceaeIncertaeSedis:177"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:177"
"Lachnospiraceae:1974"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1974"
"Unclassified-Screened:273"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:273"
"Bryantella:25"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Bryantella"	"Bryantella:25"
"Lachnospiraceae:1975"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1975"
"Enterococcus:49"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:49"
"Ruminococcaceae:439"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:439"
"Faecalibacterium:125"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:125"
"Firmicutes:341"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:341"
"Ruminococcaceae:441"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:441"
"Lachnospiraceae:1977"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1977"
"Parabacteroides:145"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:145"
"Eubacterium:9"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium:9"
"Proteobacteria:8"	"Bacteria"	"Proteobacteria"	"NA"	"NA"	"NA"	"NA"	"Proteobacteria:8"
"Parabacteroides:146"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:146"
"Lactococcus:16"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus:16"
"Erysipelotrichaceae:73"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:73"
"Lachnospiraceae:1982"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1982"
"Parabacteroides:147"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:147"
"Lactococcus:17"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus:17"
"Faecalibacterium:127"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium:127"
"Prevotella:10"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:10"
"ErysipelotrichaceaeIncertaeSedis:179"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:179"
"Lachnospiraceae:1983"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1983"
"Unclassified-Screened:274"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:274"
"ErysipelotrichaceaeIncertaeSedis:180"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:180"
"Lachnospiraceae:1984"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1984"
"Clostridiales:723"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:723"
"Ruminococcaceae:443"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:443"
"Akkermansia:8"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Akkermansia"	"Akkermansia:8"
"Prevotellaceae:31"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:31"
"Lachnospiraceae:1986"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1986"
"Enterococcus:50"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:50"
"Clostridiales:724"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:724"
"Ruminococcaceae:444"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:444"
"Lachnospiraceae:1987"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1987"
"Lachnospiraceae:1989"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1989"
"Firmicutes:342"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:342"
"Ruminococcaceae:446"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:446"
"ErysipelotrichaceaeIncertaeSedis:182"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:182"
"ErysipelotrichaceaeIncertaeSedis:183"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:183"
"Parabacteroides:149"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:149"
"Ruminococcaceae:447"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:447"
"LachnospiraceaeIncertaeSedis:521"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:521"
"Firmicutes:343"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:343"
"Coprobacillus:105"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:105"
"LachnospiraceaeIncertaeSedis:522"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:522"
"Unclassified-Screened:275"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:275"
"Ruminococcaceae:448"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:448"
"Turicibacter:46"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"Turicibacter:46"
"Ruminococcaceae:449"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:449"
"Unclassified-Screened:277"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:277"
"ErysipelotrichaceaeIncertaeSedis:185"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:185"
"Enterococcus:51"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:51"
"Clostridiales:726"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:726"
"Lachnospiraceae:1992"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1992"
"Clostridiales:727"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:727"
"Lachnospiraceae:1993"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1993"
"Unclassified-Screened:278"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:278"
"Firmicutes:344"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:344"
"Firmicutes:345"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:345"
"Coprobacillus:106"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:106"
"Parabacteroides:152"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:152"
"Prevotellaceae:32"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"NA"	"Prevotellaceae:32"
"Erysipelotrichaceae:74"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:74"
"Prevotella:11"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella:11"
"Clostridiales:728"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:728"
"Parabacteroides:153"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:153"
"Lachnospiraceae:1994"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1994"
"Clostridiales:729"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:729"
"Dorea:29"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Dorea"	"Dorea:29"
"Lachnospiraceae:1996"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1996"
"Ruminococcaceae:451"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:451"
"ErysipelotrichaceaeIncertaeSedis:187"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:187"
"Clostridiales:730"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:730"
"Anaerotruncus:36"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	"Anaerotruncus:36"
"Lachnospiraceae:1997"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1997"
"Lachnospiraceae:1998"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1998"
"Parabacteroides:154"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:154"
"Lachnospiraceae:1999"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:1999"
"Sutterella:12"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Sutterella"	"Sutterella:12"
"Firmicutes:349"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:349"
"Coprobacillus:108"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:108"
"Lachnospiraceae:2001"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:2001"
"Bacteroides:55"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:55"
"ErysipelotrichaceaeIncertaeSedis:189"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:189"
"Ruminococcaceae:452"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:452"
"Lachnospiraceae:2003"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:2003"
"Lachnospiraceae:2004"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:2004"
"Lachnospiraceae:2005"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:2005"
"Lactococcus:18"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus:18"
"Lactococcus:19"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus:19"
